link,body_sample
https://www.newsis.com/view/NISX20250327_0003116022,"오세훈 ""부동산 정책, 거시경제 분석해 좀 더 정교하게"" :: 공감언론 뉴시스 :: 2025.03.29 (토) 서울 1℃ K-Artprice 프라임뉴시스 위클리뉴시스 실시간 정치 국제 경제 금융 산업 IT·바이오 사회 수도권 지방 문화 스포츠 연예 광장 포토 채널뉴시스 제휴 콘텐츠 16시간 전 > 뉴욕증시, 인플레·소비위축 우려에 급락 마감…나스닥 2.7%↓ 7시간 전 > 만달레이서 시신 발굴 잇따르며 사망자 1000명 넘어(종합3보) 8시간 전 > 미얀마 인명피해, 사망 1002명 부상 2376명으로 계속 증가(종합2보) 8시간 전 > [속보]미얀마 지진 사망 1002명 부상 2376명으로 더욱 증가…·BBC 8시간 전 > [단독]음주운전 적발된 인천 경찰 간부…""경찰 아니다"" 발뺌 의혹 9시간 전 > 미얀마 지진피해, 사망 694명 실종 68명 부상 1670명…미얀마 국가행정위(종합) 9시간 전 > 미얀마 군사정부 ""지진 사망 640명 부상 1670명으로 급증""(2보) 9시간 전 > [속보]미얀마 군사정부 ""지진 사망 694명 부상 1670명"" 10시간 전 > [속보]중대본 ""산불 사망 30명…의성 26명·산청 4명"" 12시간 전 > [속보] 경북 산불, 영양·의성서 사망자 2명 추가…총 26명 숨져 13시간 전 > [속보]중대본 ""산불 사망 29명…중상 10명·경상 31명"" 16시간 전 > 뉴욕증시, 인플레·소비위축 우려에 급락 마감…나스닥 2.7%↓ 7시간 전 > 만달레이서 시신 발굴 잇따르며 사망자 1000명 넘어(종합3보) 8시간 전 > 미얀마 인명피해, 사망 1002명 부상 2376명으로 계속 증가(종합2보) 8시간 전 > [속보]미얀마 지진 사망 1002명 부상 2376명으로 더욱 증가…·BBC 8시간 전 > [단독]음주운전 적발된 인천 경찰 간부…""경찰 아니다"" 발뺌 의혹 9시간 전 > 미얀마 지진피해, 사망 694명 실종 68명 부상 1670명…미얀마 국가행정위(종합) 9시간 전 > 미얀마 군사정부 ""지진 사망 640명 부상 1670명으로 급"
https://www.yna.co.kr/view/AKR20250328127300002?input=1195m,"우리금융 ""부동산 PF 시장 안정화 대응 방안 적극 추진"" | 연합뉴스 연합뉴스 본문 바로가기 메뉴 바로가기 국가기간뉴스 통신사 연합뉴스 국가기간뉴스 통신사 연합뉴스 최신뉴스 정치 북한 경제 마켓+ 산업 사회 전국 세계 문화 건강 연예 스포츠 오피니언 사람들 비주얼뉴스 제보 재난포털 마이페이지 로그인 검색창 열기 메뉴 열기 국가기간뉴스 통신사 연합뉴스 국가기간뉴스 통신사 연합뉴스 우리금융 ""부동산 PF 시장 안정화 대응 방안 적극 추진"" 북마크 공유 댓글 글자크기 프린트 제보 마이페이지 로그인 검색창 열기 메뉴 열기 광고 광고 북마크 공유 공유하기 카카오톡 페이스북 X 페이스북 메신저 네이버 밴드 URL 복사 닫기 URL이 복사되었습니다. 댓글 글자크기 본문 글자 크기 조정 폰트 1단계 13px 폰트 2단계 16px 폰트 3단계 18px 폰트 4단계 20px 폰트 5단계 22px 닫기 프린트 제보 최신뉴스 우리금융 ""부동산 PF 시장 안정화 대응 방안 적극 추진"" 송고 2025-03-28 15:56 송고 2025년03월28일 15시56분 세 줄 요약 세 줄 요약 우리금융그룹은 28일 ""부동산 프로젝트 파이낸싱 시장 안정화를 위해 다양한 대응 방안을 적극적으로 추진하겠다""고 밝혔다. 우리금융은 특히 저축은행 PF 대출 정리와 재구조화를 위해 추진하는 '저축은행업권 공동펀드' 참여를 검토하고 있다고 전했다. 우리금융은 ""향후 부동산 PF 정책에 발맞춰 민간 자율사업 재구조화 등 부동산 시장 안정화에 적극적으로 참여할 예정""이라고 강조했다. 인공지능이 자동으로 줄인 '세 줄 요약' 기술을 사용합니다. 전체 내용을 이해하기 위해서는 기사 본문과 함께 읽어야 합니다. 제공 = 연합뉴스&NAVER MEDIA API 닫기 한지훈 기자 구독 구독중 이전 다음 저축은행 공동펀드 참여 검토 이미지 확대 우리은행 본점 [우리은행 제공] (서울=연합뉴스) 한지훈 기자 = 우리금융그룹은 28일 ""부동산 프로젝트 파이낸싱(PF) 시장 안정화를 위해 다양한 대응 방안을 적극적으로 추진하"
http://www.segye.com/newsView/20250327513865?OutUrl=naver,“부동산으로 흘러간 대출 ‘2682조원’”… 절반은 가계대출 | 세계일보 스포츠월드 세계비즈 구독신청 mPaper RSS 로그인 회원가입 세계일보 구글 페이스북 네이버 포스트 X 트위터 유튜브 3 월 29 일 (토) 비즈 뉴스 정치 사회 문화 전국 피플 오피니언 일반 금융ㆍ증권 보험 부동산ㆍ건설 ITㆍ과학 산업ㆍ기업 자동차 쇼핑ㆍ유통 취업ㆍ창업 재테크 연재물 선학평화상 환경 드론 전체메뉴 검색 뉴스 정치 일반 대통령실 국회ㆍ정당 선거ㆍ선관위 외교ㆍ안보 국방 북한ㆍ통일 사회 일반 검찰·법원 노동·복지 환경·날씨 교통·항공 교육·학교 사건 해외 국제 일반 미국·캐나다 중국 일본 아태 유럽 중동·아프리카 특파원 러시아 중남미 문화 일반 미디어 종교·학술 공연 미술 건강 레저 문학 음식 위크엔드 패션·뷰티 결혼·육아 전국 일반 서울 경기 강원 충청 영남 호남 제주 피플 일반 부음 동정·인사 인터뷰 오피니언 사설 오늘의 칼럼 기자·데스크 논설위원칼럼 전문가칼럼 외부칼럼 기고·독자 월드 이슈 비즈 일반 금융·증권 보험 재테크 부동산 IT / 과학 산업·기업 자동차 쇼핑·유통 취업·창업 연예 일반 스타 TV·방송 영화 대중음악 해외연예 스포츠 일반 야구 축구 농구 배구 골프 포토 핫갤러리 렌즈로보는세상 포토에세이 영상 부가서비스 환경 드론 inno북스 오늘의 운세 해커스톡 파고다 강남 시사일본어 시사중국어 mPaper RSS 뉴스 정치 일반 대통령실 국회ㆍ정당 선거ㆍ선관위 외교ㆍ안보 국방 북한ㆍ통일 사회 일반 검찰·법원 노동·복지 환경·날씨 교통·항공 교육·학교 사건 해외 국제 일반 미국·캐나다 중국 일본 아태 유럽 중동·아프리카 특파원 러시아 중남미 문화 일반 미디어 종교·학술 공연 미술 건강 레저 문학 음식 위크엔드 패션·뷰티 결혼·육아 전국 일반 서울 경기 강원 충청 영남 호남 제주 피플 일반 부음 동정·인사 인터뷰 오피니언 사설 오늘의 칼럼 기자·데스크 논설위원칼럼 전문가칼럼 외부칼럼 기고·독자 월드 이슈 비즈 일반 금융·증권 보험 재테크 부동산 IT / 과학 산업
https://www.mk.co.kr/article/11277237,"“원리금 갚다 허리 휘겠네”…부동산 대출 ‘2682조원’, 절반이 가계대출 - 매일경제 댓글 2 댓글 새로고침 나의 댓글 댓글정책 공감순 최신순 오래된순 뉴스 바로가기 주가 정보 코스피 2,557.98 -1.89% 2025-03-28 18:05:40 코스닥 693.76 -1.94% 코스피200 342.96 -2.08% 미국 USD 1,471.00 0.34% 비트코인 123,285,000 -3% 이더리움 2,775,000 -1.8% 리플 3,168 -4.03% 코스피 2,557.98 -1.89% 2025-03-28 18:05:40 코스닥 693.76 -1.94% 코스피200 342.96 -2.08% 미국 USD 1,471.00 0.34% 비트코인 123,285,000 -3% 이더리움 2,775,000 -1.8% 리플 3,168 -4.03% 코스피 2,557.98 -1.89% 2025-03-28 18:05:40 코스닥 693.76 -1.94% 코스피200 342.96 -2.08% 미국 USD 1,471.00 0.34% 비트코인 123,285,000 -3% 이더리움 2,775,000 -1.8% 리플 3,168 -4.03% 매일 경제 뉴스 MK위클리연재 스타투데이 마켓 부동산 교육 AI 로그인 회원가입 로그아웃 마이페이지 ENG JPN CHN 전체메뉴 뉴스홈 경제 기업 사회 국제 부동산 증권 정치 IT·과학 문화 오피니언 스포츠 기획·연재 Special Edition 인기뉴스 뉴스 오피니언 기획연재 스페셜에디션 스타투데이 스포츠 매경게임진 Pulse MK China MK빌리어드뉴스 미라클아이 MK ESG 프리미엄 MK위클리연재 매경e신문 레이더M 오늘의 매경 뉴스레터 AI 오디오 뉴스 매경엠플러스 MK YouTube 핵심 요약쏙 재테크 마켓 부동산 시사 경제 용어 신설법인 라이프 골프 Book 여행 M플레이 Car AGL해외골프 MK 장례 MK 운세 와글와글팝업 비즈니스 The Biz Times 닛케이텔레콤 KDX한국데이터거래소 모바일 쿠폰 MK Frame 미라클랩 "
http://www.edaily.co.kr/news/newspath.asp?newsid=04004886642107584,"토허제 실책 수습 나선 서울시, 부동산 정책 조직 개편한다 닫기 실시간뉴스 ""김복형·정형식·조한창, 을사오적 되지 마시라""…박찬대의 호소 창원NC파크 구조물 추락으로 3명 부상…30일 NC·창원 경기 취소 추위 속 탄핵촉구 집회 ""민심 한계""...대국본 맞불 집회도 제1165회 로또 1등 13명…당첨금 1인당 21억 9248만원(종합) 제1165회 로또 1등 ‘6, 7, 27, 29, 38, 45’…보너스 ‘17’ '야구보러 갔다 날벼락' 구장 구조물 추락에 자매 중경상 잔불 여전…경북 북부 헬기 55대 투입해 진화 작업 한중 상무장관 회의…“상호 호혜적 협력 계속” 권성동 ""이재명 등 내란선동 고발""…민주 ""목적어 헷갈렸냐""(종합) 과기정통부 ""산불 피해 이동통신 기지국 86.1% 복구"" ""김복형·정형식·조한창, 을사오적 되지 마시라""…박찬대의 호소 창원NC파크 구조물 추락으로 3명 부상…30일 NC·창원 경기 취소 구독 지면 My 초판 로그인 로그아웃 NAVER FACEBOOK TWITTER YOUTUBE RSS EMAIL 이데일리 이데일리 2025년 03월 29일 토요일 실시간뉴스 ""김복형·정형식·조한창, 을사오적 되지 마시라""…박찬대의 호소 창원NC파크 구조물 추락으로 3명 부상…30일 NC·창원 경기 취소 추위 속 탄핵촉구 집회 ""민심 한계""...대국본 맞불 집회도 제1165회 로또 1등 13명…당첨금 1인당 21억 9248만원(종합) 제1165회 로또 1등 ‘6, 7, 27, 29, 38, 45’…보너스 ‘17’ '야구보러 갔다 날벼락' 구장 구조물 추락에 자매 중경상 잔불 여전…경북 북부 헬기 55대 투입해 진화 작업 한중 상무장관 회의…“상호 호혜적 협력 계속” 권성동 ""이재명 등 내란선동 고발""…민주 ""목적어 헷갈렸냐""(종합) 과기정통부 ""산불 피해 이동통신 기지국 86.1% 복구"" ""김복형·정형식·조한창, 을사오적 되지 마시라""…박찬대의 호소 창원NC파크 구조물 추락으로 3명 부상…30일 NC·창원 경기 취소 구독 지면 My 초판 로그인 로그"
https://www.news1.kr/finance/general-finance/5735244,"우리금융, 부동산PF 시장 안정화 지원…총 4개 펀드 2000억 출자 - 뉴스1 산불 사상자 75명으로 늘어…경남 산청·하동 진화율 99% '독수리5형제' 최대철 파경에 손 내민 엄지원…""본가에서 같이 살아요""(종합) 프로야구 LG, 구단 최다 개막 7연승…한화는 연이틀 KIA에 역전승(종합) 수지, 꽃을 든 꽃…절정의 여신 미모 [N샷] 경북 달려간 김동연, 산불 피해 이재민 위로…배식 봉사도 '독수리5형제' 엄지원, 한수연과 몸싸움 후 경찰에 체포…""콩밥 먹겠다"" 이번주 로또 1등 13명, 21.9억씩…자동선택 명당 10곳 어디? 에어프랑스 여객기, 이륙 1시간 만에 회항…이유는 승객 휴대폰 분실 조보아, 이동욱 '이혼보험' 특별 출연…인자한 스님 변신 '깜짝' 산불 사상자 75명으로 늘어…경남 산청·하동 진화율 99% '독수리5형제' 최대철 파경에 손 내민 엄지원…""본가에서 같이 살아요""(종합) 프로야구 LG, 구단 최다 개막 7연승…한화는 연이틀 KIA에 역전승(종합) 수지, 꽃을 든 꽃…절정의 여신 미모 [N샷] 경북 달려간 김동연, 산불 피해 이재민 위로…배식 봉사도 '독수리5형제' 엄지원, 한수연과 몸싸움 후 경찰에 체포…""콩밥 먹겠다"" 이번주 로또 1등 13명, 21.9억씩…자동선택 명당 10곳 어디? 에어프랑스 여객기, 이륙 1시간 만에 회항…이유는 승객 휴대폰 분실 조보아, 이동욱 '이혼보험' 특별 출연…인자한 스님 변신 '깜짝' 2025.3.29 (토) English 해피펫 | 노동신문 | 제보 | 커넥트 제주 4 ℃ 서울 0 ℃ 부산 5 ℃ 대구 4 ℃ 인천 2 ℃ 광주 2 ℃ 대전 2 ℃ 울산 4 ℃ 강릉 1 ℃ 제주 4 ℃ 서울 0 ℃ 부산 5 ℃ 대구 4 ℃ 인천 2 ℃ 광주 2 ℃ 대전 2 ℃ 울산 4 ℃ 강릉 1 ℃ 제주 4 ℃ 정치 북한 사회 경제 ITㆍ과학 바이오 부동산 금융ㆍ증권 산업 전국 국제 생활ㆍ문화 연예 스포츠 포토 TV 제휴사 정치 북한 사회 경제 ITㆍ과학 바이오 부동산 금융ㆍ증권 산업 전국 국제 생활ㆍ문화 연예 "
https://www.hankyung.com/article/2025032716497,"누구는 자가로, 누구는 월세로…사회 초년생 부동산도 양극화? | 한국경제 본문 바로가기 한경코리아마켓 한경글로벌마켓 집코노미 오피니언 경제 금융 산업 유통 IT 국제 프리미엄 마켓인사이트 한경Law&Biz 한경 BIO Insight 한경CHO Insight 한경ESG 한경Geeks 입법 익스플로러 아르떼 한경만의 독자적인 프리미엄 콘텐츠입니다. 더보기 정치 사회 문화 골프 연예 스포츠 회원전용 전체뉴스 한경트래블 뉴스레터 스페셜 리포트 The Moneyist The Lifeist 한경동영상 기자 코너 POLL 랭킹뉴스 인사·부고 보도자료 데이터센터 한경용어사전 한경행사 스타워즈 한경유레카 한경운세 PR Newswire 신문 전자판 신문 구독신청 한경스토어 한경렌탈 한경미디어 한국경제TV KED Global 한국경제매거진 한경에이셀 한경 arte TV 한경 arte 필하모닉 BOOK 한경아카데미 한경블루애드 생글생글 주니어 생글생글 TESAT 29초영화제 교육센터 블루밍비트 키즈맘 포천힐스 빠른 메뉴 찾기 검색어 삭제 자동완성창 닫기 통합검색 한국경제 통합검색 검색어 삭제 검색 검색창 닫기 로그인 회원가입 로그인 한국경제 회원이 되어 보세요 지금 바로 한국경제 회원으로 가입하시고, 독점 혜택을 누려보세요 특별한 뉴스와 분석 보고서 접근 주식 시장 및 경제 동향에 대한 최신 정보 한경만의 독자적인 콘텐츠에 대한 접근 이벤트 및 세미나 참가 기회 이미 회원이시면 로그인 을 클릭해 주세요 고객센터 회원 메뉴 닫기 ALICE! 한경 AI 검색 1등 투자 데이터 한경Aicel ALICE! 한경 AI 검색 1등 투자 데이터 한경Aicel ALICE! 한경 AI 검색 1등 투자 데이터 한경Aicel ALICE! 한경 AI 검색 집코노미 전체뉴스 집 PRO 시장동향 정책·산업 분양·경매 투자상품 핫!부동산 동네뉴스맵 주민센터 밸류업센터 매물정보 국내 부동산 글로벌 부동산 신문 매물마당 매물관리센터 ADVERTISEMENT 누구는 자가로, 누구는 월세로…사회 초년생 부동산도 양"
https://www.moneys.co.kr/article/2025032809063671159,"오세훈, 정책 실책 만회 나서… 시장 분석 전담 조직 설치 - 머니S 코스피 2557.98 49.17 03/29 22:22 코스닥 693.76 13.73 03/29 22:22 원달러 1469.90 5.2 03/29 22:22 두바이유 75.88 1.08 03/29 22:22 금 3114.30 23.4 03/29 22:22 실시간이슈 금융 산업 유통 부동산 증권 전국 경기 부산/경남 호남 대구/경북 인천 기타 오피니언ㆍ연재 오피니언 연재 피플 C라운지 이사람 인터뷰 인사 부고 연예ㆍ스포츠 연예 스포츠 오세훈, 정책 실책 만회 나서… 시장 분석 전담 조직 설치 토지거래허가구역 논란 후폭풍… ""정교한 부동산 정책 펼칠 것"" 이화랑 기자 1,037 2025.03.28 | 09:36:52 공유하기 카카오 카카오 나에게 페이스북 트위터 네이버 텔레그램 링크 복사 상단 댓글 버튼 ··· 카카오톡 카카오톡나에게 페이스북 트위터 네이버카페블로그 텔레그램 링크복사 서울시가 시장 동향 분석을 위해 부동산 전담 조직을 확대 개편한다. 사진은 오세훈 서울시장이 지난 19일 오전 서울 종로구 정부서울청사에서 열린 주택시장 안정화 방안 브리핑에서 발언하는 모습. /사진=뉴시스 토지거래허가구역 확대 재지정 여파로 뭇매를 맞은 서울시가 부동산 정책과 시장 동향을 분석하는 전담 조직을 신설한다. 서울시는 27일 공식 입장을 통해 ""토지거래허가구역 지정·해제와 같이 시민의 삶과 경제에 상당한 영향을 미칠 수 있는 부동산 정책 추진 시 사전 검증 체계를 강화한다""며 ""관련 조직의 전문성 보강을 주요 내용으로 하는 개선 대책을 수립 중""이라고 밝혔다. 시장 동향 분석 전담 조직은 주택실 산하 주택정책지원센터(4급)를 확대 개편하는 방안이 유력 거론된다. 해당 조직은 향후 부동산 시장과 거시 경제지표를 심층 분석하고 서울시의 부동산 정책추진과 관련된 결정을 지원한다. 조직 개편의 경우 조례 개정 사항으로 서울시의회를 통과해야 한다. 신선종 서울시 대변인은 ""그동안 서울시의 주택사업을 담당하는 인력들"
http://news.mt.co.kr/mtview.php?no=2025032716355378557,"서울은 누르고 지방은 띄우고…혼돈의 부동산 시장[부릿지] - 머니투데이 본문영역 바로가기 로그인 머니투데이 전체 뉴스 경제정책 증권 정치 부동산 국제경제 사회 산업 IT 금융 벤처·스타트업 블록체인 문화 포토 포토 더차트 더그래픽 영상 MT 영상 더영상 전체기사 증권 뉴스 시세/공시 코스피 코스닥 코넥스 상승/하락 상하한가 시가총액 거래량상위 신규상장 주요공시 포인트&전략 펀드 펀드IR 국내펀드 해외펀드 유형종합 종목대해부 베스트리포트 MY스톡 정치 법률 유니콘팩토리 헬스·바이오 최신기사 칼럼 데스크칼럼 사내칼럼 현장리포트 사외칼럼 SUCCESS 연예 연예 스포츠 이슈 핫이슈 전체핫이슈 이슈키워드 뉴스 속 오늘 연중기획 실시간급상승 베스트클릭 사람& 피플 MT초대석 인터뷰 대표선배 인사 부고 MT리포트 뉴스 경제정책 증권 정치 부동산 국제경제 사회 산업 IT 금융 벤처·스타트업 블록체인 문화 포토 영상 전체기사 증권 뉴스 시세/공시 포인트&전략 펀드 종목대해부 베스트리포트 MY스톡 헬스·바이오 최신기사 칼럼 데스크칼럼 사내칼럼 현장리포트 사외칼럼 SUCCESS 연예 연예 스포츠 이슈 핫이슈 실시간급상승 베스트클릭 사람& MT리포트 VIP VIP Only VIP Story T.O.M 투자디렉터 런치리포트 the L ICT & Tech Culture FULL TEXT 초판 / e-신문보기 서비스 신청 정치 벤처·스타트업 기술·트렌드·혁신 법률 패션·연예 국제시사·문예 매거진 전체보기 닫기 속보 ""산은 탔지만 희망은 타지 않았다""…차인표·신애라, 1억 기부 인천 원적산에서도 산불…28분 만에 진화 강남 수서동 아파트서 부인 살해…60대 남성 현행범 체포 이수근, 녹화 중 이상민에게 뒷통수 맞아…""요즘 누구 만나나"" 프랑스 항공기, 이륙 1시간 만에 회항…""승객 분실 휴대폰 찾으려"" 경남 산청·하동 진화율 99%…경북 지역 잔불 정리 중 1165회 로또 당첨번호 ""6, 7, 27, 29, 38, 45""…21억씩 받는다 미얀마 강진에 태국도 흔들…1000㎞나 떨어진 건"
http://www.fnnews.com/news/202503281432139879,"100억 한 채는 괜찮고...""너무 억울하다"" 40년간 변하지 않은 이것 [부동산 아토즈] - 파이낸셜뉴스 파이낸셜뉴스> 전체메뉴 검색 구독신청 Family Site 금융·증권 금융 증권 부동산 정책 건설 철도·항공 ·선박 부동산 일반 산업·IT 산업 통신·방송 게임 인터넷 블록체인 의학·과학 경제 경제 일반 생활 경제 정치 대통령실 국회·정당 북한 외교·국방 사회 사건·사고 검찰·법원 행정·지자체 교육 전국 국제 국제 경제 국제 정치 국제 사회 라이프 연예 패션/뷰티 스포츠 푸드·리빙 레저·문화 오피니언 사설/칼럼 사외 칼럼 기획·연재 fn파인더 fn시리즈 핫이슈+ fnEdition 포토 뉴스레터 기자ON fn영상 신문보기 fnSurvey 닫기 회사소개 광고문의 제휴문의 개인정보취급방침 저작권규약 이메일주소무단수집거부 구독신청 고충처리 검색 닫기 공유하기 공유 카카오톡 페이스북 트위터 네이버블로그 주소복사 네이버 구독 구독 다음 구독독 구독 부동산 부동산일반 100억 한 채는 괜찮고...""너무 억울하다"" 40년간 변하지 않은 이것 [부동산 아토즈] 이종배 기자 파이낸셜뉴스 입력 2025.03.29 15:00 수정 2025.03.29 15:38 확대 축소 출력 서울 아파트 전경. 사진=연합뉴스 [파이낸셜뉴스] 다주택자는 주택 수 기준으로 2주택 이상 보유자를 말한다. 부동산 가격 상승 주범이자 '죄인'으로 분류되기도 한다. 취득세·종부세는 물론 양도세가 중과세 되는 것이 대표적인 예이다. 2주택 이상을 다주택자로 보는 기준은 벌써 40여년째 이어져 오고 있다. ""세금 더 내라""...다주택자 투기 주범? 현행 세법을 보면 지역 구분 없이 2주택 이상을 소유하면 세금이 중과세 된다. 1주택자는 1~3%의 취득세 세율이 적용된다. 반면 다주택자 및 법인은 취득가액의 최대 12%를 세금으로 내야 한다. 특히 3주택자의 경우 최저 취득세 세율이 8%에 이른다. 종부세도 다주택자는 부담이 만만치 않다. 3주택부터 중과세 되면서 일반세율(0.5∼2.7%)보다 높은 최대 5"
